id,brand_id,family_id,"""group""",legacy_id,title,channels
a6e6ffb4-09d6-40b1-80ee-3211dcd1b9e7,3bf63b3d-7c2f-47a4-81bc-6ad2452245d7,6598b655-3e19-448c-8b4f-ff6a29447b34,M597,16634,Carcarma Jeans jogg ,"[""LOOKIERO""]"
39e74e32-d944-4122-b89a-53c4170877d9,c92b024d-9dc7-45a7-8de0-b6b6980c16db,39792668-5cfd-42c2-8872-ad776e9bad70,T2098,16905,Mia Top visco ,"[""LOOKIERO""]"
ed433d8c-6bf4-4f3c-80f8-631fabc2316d,c373a4f2-a8de-41e8-86a0-04725b575436,88ee8b83-a7fe-4c00-8f12-621b209012fd,Y181,16758,Suana Jumpsuit floral ,"[""LOOKIERO""]"
7e110eaa-cf1f-495c-aa84-df9ef0bb14ce,bc72be7a-2bd4-44ff-ab0e-e975e4ee9e96,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,K607,9832,Acacia Jacket ward,"[""LOOKIERO""]"
c4020021-b49b-4693-82f8-86aa8382fd8b,921d101c-6d05-4d3a-94fa-b50b955f0561,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,K646,9947,Roxana Jacket pale,"[""LOOKIERO""]"
ad67d466-1dca-4226-b85b-17c11d654bb9,921d101c-6d05-4d3a-94fa-b50b955f0561,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,K647,9948,Roxa Jacket knit,"[""LOOKIERO""]"
5453b139-7929-4461-af33-4a2207304588,a1f8d89e-04ed-42a9-8c51-dc04cbdd0d18,39792668-5cfd-42c2-8872-ad776e9bad70,T1780,15900,Pantheras Top closet ,"[""LOOKIERO""]"
cd2d7464-de6f-4cc0-97cb-fafe4baf896e,a1f8d89e-04ed-42a9-8c51-dc04cbdd0d18,b263ba41-adab-4a83-a3e0-2766522f5aec,Q323,9996,Kara Foulard closet,"[""LOOKIERO""]"
3bf9c9a7-3c5b-4ee4-9589-d0d15f0668ad,a1f8d89e-04ed-42a9-8c51-dc04cbdd0d18,b263ba41-adab-4a83-a3e0-2766522f5aec,Q339,9998,Lysandra Foulard closet ,"[""LOOKIERO""]"
728832d7-a69b-4956-b09c-a88556c8b859,a686154a-8570-40ae-b6a2-dc82842a5e32,882ecdf8-325d-4826-a066-1b263e438f09,B392,9999,Sophie Bag bohck ,"[""LOOKIERO""]"
